1.656156219540000016e-02,4.815753549340000272e-02,4.000000000000000000e+00,5.284729003910000333e-01,0.000000000000000000e+00,1.559758209620000025e-03,4.405085754390000261e+02,6.746214628219999732e-01,7.008479833599999820e-01,1.000000000000000000e+00,5.374782085420000133e-01,0.000000000000000000e+00,1.746915578839999927e+00,7.500000000000000000e+01,7.502160644529999445e+01,0.000000000000000000e+00,9.932432174680000392e-01,3.233654975889999950e+00,2.177864499390000028e-02,1.005366921420000059e+00,0.000000000000000000e+00,2.970000000000000000e+02,0.000000000000000000e+00,6.756782531740000361e-03,1.293925571439999977e+01,1.634011459350000095e+01,6.066358566279999920e+00,2.300176620479999823e+00,4.180956631899999769e-03,1.263779258729999988e+01,6.089600563050000304e+00,3.127851523459999807e-03,4.589843750000000000e-02,0.000000000000000000e+00,4.498674869539999732e-01,5.256487131120000100e-01,1.002804189920000061e-02,4.676049351689999800e-01,1.055126953120000053e+03,1.027735107420000077e+03,5.746143460270000114e-01,1.796864205969999967e-03,1.775328874589999995e+00,3.472881000000000000e+06,4.539020657539999948e-01,1.833748340609999916e+00,4.476181045170000289e-02,1.903532892470000126e-01,7.475919846909999411e-05,7.163100242609999668e+00,1.000000000000000000e+00,2.198775112630000084e-01,5.007481575009999908e-01,2.476344108580000025e+01,5.096488475800000195e+00,1.100000000000000000e+01,1.576411305000000084e-03,1.039636611939999966e+01,1.000000000000000000e+00,1.230902910229999980e+00,1.564409285779999881e-01,5.749397277829999986e+00,-2.474419336099999934e-09,9.845918655400000219e+00
4.025439266119999748e-03,4.770017042759999715e-02,1.500000000000000000e+00,6.506531238560000485e-01,1.000000000000000000e+00,1.873935223559999906e-03,4.400000000000000000e+02,6.482610106470000355e-01,8.792472481730000400e-01,1.500000000000000000e+00,5.252847671510000316e-01,1.000000000000000000e+00,1.408346414569999983e+00,1.360000000000000000e+02,1.366575927730000046e+02,4.255312681199999864e-02,2.345454543830000071e-01,2.304115295409999931e+00,1.705502532420000161e-02,1.006050348280000062e+00,8.181817829609999704e-02,5.510000000000000000e+02,1.440000000000000000e+02,4.292035102840000005e-01,1.028381729130000011e+01,9.495389938349999781e+00,9.666649818419999818e+00,8.119785308839999161e+00,8.853578008710000571e-03,1.764343070980000050e+01,3.828599452969999817e+00,3.591334447260000149e-03,5.029296875000000000e-02,0.000000000000000000e+00,3.500550270080000193e+00,1.059850215910000060e+00,1.322012487800000059e-02,1.606978327040000099e-01,7.321289062500000000e+02,7.089415893550000192e+02,4.899041652680000136e-01,9.021345758809999702e-04,3.170699119570000057e+00,6.655776500000000000e+06,4.214908480640000010e-01,1.856613278390000010e+00,4.358311370020000186e-02,2.016879171129999926e-01,2.474867214910000230e-04,7.108907699579999573e+00,1.000000000000000000e+00,2.510525286199999928e-01,1.637688755989999967e+00,2.486023330689999966e+01,1.926145362849999998e+01,8.000000000000000000e+00,7.381432078550000542e-05,1.406843948360000063e+01,1.000000000000000000e+00,2.454440593719999786e+00,1.937141567469999881e-01,4.872141838070000119e+00,-3.215080868199999953e-09,1.377287578580000016e+01
1.228106096390000068e-01,4.524558410050000257e-02,1.500000000000000000e+00,2.998663783070000255e-01,0.000000000000000000e+00,2.177594928069999901e-03,4.341931152340000040e+02,7.006210684779999864e-01,5.158485174179999744e-01,4.000000000000000000e+00,4.767721891400000245e-01,0.000000000000000000e+00,1.941393017770000062e+00,1.010000000000000000e+02,1.009911117550000057e+02,0.000000000000000000e+00,5.794392228129999767e-01,3.929340600969999819e+00,3.322627395390000127e-02,1.761909723280000062e+00,0.000000000000000000e+00,3.220000000000000000e+02,0.000000000000000000e+00,4.205607473849999889e-01,2.309414482120000045e+01,1.982529640199999932e+01,1.240973091130000050e+01,2.815771102909999879e+00,2.722777426239999903e-03,2.338359832760000145e+01,2.729355812070000109e+00,4.389866255219999729e-03,5.175781250000000000e-02,0.000000000000000000e+00,2.873931825159999898e-01,1.796363145110000115e-01,1.975269801909999845e-02,9.680098891259999450e-01,8.397949218750000000e+02,1.594299438479999935e+03,4.237966835499999974e-01,2.256331499670000129e-03,2.919111728669999906e+00,5.979913000000000000e+06,4.650322794910000113e-01,1.424858570100000055e+00,6.717988103630000152e-02,1.433119326829999929e-01,4.584407724909999953e-04,7.729930400849999828e+00,1.000000000000000000e+00,2.280801832680000030e-01,3.625562191009999990e-01,3.728171157839999950e+01,1.154422569269999954e+01,1.000000000000000000e+01,1.131129078569999974e-02,8.896451950070000336e+00,1.000000000000000000e+00,1.737572789189999911e+00,1.625349223610000060e-01,3.977344512939999799e+00,-4.873595305099999804e-09,1.181896305080000076e+01
2.439261823889999903e-01,7.256675511599999795e-02,6.000000000000000000e+00,6.366598606109999947e-01,0.000000000000000000e+00,2.153316047040000104e-03,4.341931152340000040e+02,8.660441040990000117e-01,6.416940093040000015e-01,6.000000000000000000e+00,5.794909000400000343e-01,0.000000000000000000e+00,3.033371686939999812e+00,1.360000000000000000e+02,1.357982788090000099e+02,4.814814925190000205e-01,7.958333492279999755e-01,4.609703063959999625e+00,2.878737449649999836e-02,1.315006494519999958e+00,2.916666679079999921e-02,4.810000000000000000e+02,1.290000000000000000e+02,1.011765003200000013e-01,2.483145141600000017e+01,1.580812644959999957e+01,3.974082565310000348e+01,4.579843997960000301e+00,3.229527734220000168e-03,1.652965545649999868e+01,8.656697273249999824e+00,4.598320927469999597e-03,1.694335937500000000e-01,0.000000000000000000e+00,-3.383948802949999779e-01,1.525802910329999984e-01,2.167317084969999988e-02,9.326670765879999658e-01,2.196386718750000000e+03,1.494102905270000065e+03,5.485703945159999817e-01,1.455501071179999932e-03,3.102631568910000137e+00,4.141303250000000000e+06,4.860210418700000035e-01,1.711606383319999924e+00,9.987866133450000461e-02,1.216074079279999970e-01,3.779665858019999863e-04,7.820643901819999577e+00,1.000000000000000000e+00,2.167113125319999889e-01,-5.925210192799999775e-02,4.304610061649999864e+01,1.239070320129999914e+01,1.300000000000000000e+01,5.894727539269999962e-03,5.879399776459999671e+00,1.000000000000000000e+00,2.121365308760000179e+00,1.203404664990000011e-01,4.112383365630000398e+00,-4.361276673140000261e-09,1.049787902829999986e+01
2.325226813550000105e-01,8.827765285970000375e-02,3.500000000000000000e+00,6.119763255119999856e-01,0.000000000000000000e+00,1.584101351909999924e-03,4.476910400389999722e+02,8.837792277339999725e-01,4.880091547970000221e-01,1.000000000000000000e+00,4.664683938029999810e-01,0.000000000000000000e+00,2.026892185209999919e+00,1.290000000000000000e+02,1.281800689700000078e+02,9.090906381610000531e-02,6.399416923520000466e-01,7.058846473690000067e+00,1.876796633009999993e-01,1.717825412749999892e+00,2.915451861920000109e-02,6.870000000000000000e+02,1.230000000000000000e+02,3.328267335890000012e-01,7.848023414610000081e+00,5.923315525049999586e+00,9.909738540650000260e+00,1.015138244629999953e+01,8.405491826119999626e-04,2.176308250430000157e+01,4.624631881710000059e+00,6.386775523419999968e-03,2.978515625000000000e-02,0.000000000000000000e+00,1.284553050990000056e+00,6.381083130839999562e-01,4.181067273019999780e-02,9.549036025999999566e-01,2.153320312500000000e+02,7.435233764649999557e+02,3.961175680160000101e-01,8.483979618180000027e-04,3.626425027849999871e+00,5.777864000000000000e+06,4.707707166669999888e-01,1.807092785840000104e+00,9.980131685729999591e-02,1.676025092600000044e-01,1.002615317700000037e-04,7.175238609310000015e+00,1.000000000000000000e+00,3.412991464139999986e-01,7.257152795789999500e-01,3.243576049800000050e+01,2.500957489010000145e+01,5.000000000000000000e+00,2.750510722399999997e-02,1.405877685549999967e+01,1.000000000000000000e+00,2.732587099079999859e+00,2.261116653680000088e-01,2.688691854480000032e+00,-1.045646946809999994e-08,1.383304500580000074e+01
1.925106719140000019e-02,4.425390809770000239e-02,1.000000000000000000e+00,4.858576953409999843e-01,1.000000000000000000e+00,1.659521483820000079e-03,4.412725830080000264e+02,6.839187145230000153e-01,5.738726854319999848e-01,1.000000000000000000e+00,5.299010276790000473e-01,1.000000000000000000e+00,2.011769771580000032e+00,1.610000000000000000e+02,1.621523132320000116e+02,0.000000000000000000e+00,5.055710077289999882e-01,2.090920209880000158e+00,3.554423525929999855e-02,1.042337179180000017e+00,7.242339849470000313e-02,7.190000000000000000e+02,1.670000000000000000e+02,7.397967576979999627e-02,2.621045112610000061e+01,2.991978263849999919e+01,2.358114624019999894e+01,1.275210380550000078e-01,6.225249730050000027e-03,1.268195915219999925e+01,3.107763528820000065e+00,4.939419683070000316e-03,6.640625000000000000e-02,0.000000000000000000e+00,2.431335449220000111e-01,3.439322113989999874e-01,2.500781416890000136e-02,8.418176174160000302e-01,1.593457031250000000e+03,1.630506225589999985e+03,5.497223734859999489e-01,5.866574123500000425e-03,1.834997892380000106e+00,4.397932000000000000e+06,4.772336184980000007e-01,1.319471836089999961e+00,7.328354567290000510e-02,1.491997987029999861e-01,1.123685739000000001e-03,7.898240089419999777e+00,1.000000000000000000e+00,1.680101901290000088e-01,5.319042131300000253e-02,3.056017684940000123e+01,3.525077581410000160e+00,2.500000000000000000e+01,7.444424089040000032e-03,8.138666152949999955e+00,1.000000000000000000e+00,7.921556830410000360e-01,1.091110706330000041e-01,5.663176059719999600e+00,-5.995508090000000083e-09,8.583380699159999239e+00
1.965949386359999995e-01,9.924903511999999539e-02,1.000000000000000000e+00,4.912159442899999839e-01,0.000000000000000000e+00,2.435559174050000008e-03,4.341931152340000040e+02,7.533562779429999745e-01,5.426703095439999736e-01,6.000000000000000000e+00,4.451135396959999824e-01,1.000000000000000000e+00,1.762751221660000089e+00,8.900000000000000000e+01,8.900382232670000349e+01,2.000000029800000079e-01,9.733728170390000267e-01,4.934988498690000114e+00,9.157328307629999942e-02,1.618554472920000098e+00,1.183431968090000071e-02,3.390000000000000000e+02,9.800000000000000000e+01,1.201201509679999946e-02,9.072378158570000295e+00,4.819097042080000115e+00,2.173089981080000044e+01,1.691786766050000068e+01,8.601583540439999495e-03,2.537637138370000045e+01,3.377845764159999931e+00,9.281940758230000296e-03,2.685546875000000000e-02,0.000000000000000000e+00,3.850959837440000033e-01,6.898522973059999508e-01,8.830828964709999673e-02,9.465929865840000401e-01,1.291992187500000000e+02,7.980066528319999861e+02,2.750791609289999773e-01,1.047142781320000056e-03,5.749465465550000154e+00,6.099886000000000000e+06,4.486851096150000218e-01,1.575271368029999897e+00,1.000823155050000052e-01,1.340326219799999885e-01,3.925908531530000224e-04,7.471468925479999967e+00,1.000000000000000000e+00,3.465786874289999986e-01,6.280187964440000492e-01,4.876555633539999945e+01,5.013511276250000037e+01,9.000000000000000000e+00,5.939526110889999794e-02,9.885489463809999933e+00,1.000000000000000000e+00,3.718506336209999930e+00,2.360515445470000029e-01,2.615094900129999900e+00,-2.158438405789999911e-08,1.954804801939999948e+01
6.524074822660000383e-02,5.872777476910000238e-02,1.000000000000000000e+00,4.687270224089999937e-01,0.000000000000000000e+00,1.878286944699999930e-03,4.389845581050000192e+02,7.327921390530000023e-01,8.173141479490000361e-01,1.000000000000000000e+00,5.082552433010000259e-01,0.000000000000000000e+00,2.298415184020000002e+00,9.400000000000000000e+01,9.424474334720000002e+01,3.684210181240000215e-01,3.381180167200000253e-01,1.820390939709999989e+00,3.951827436690000250e-02,9.769058823589999996e-01,1.722488105299999905e-01,6.280000000000000000e+02,1.260000000000000000e+02,5.170843005180000285e-01,2.306479263310000150e+01,1.933069229130000011e+01,2.327575302119999989e+01,2.048530578609999875e+00,1.431507244709999925e-02,1.518694877619999950e+01,2.239855289459999899e+00,5.746281705799999827e-03,5.712890625000000000e-02,0.000000000000000000e+00,-9.971410036090000428e-01,4.247295856480000076e-01,3.384524956349999752e-02,8.707509040830000435e-01,1.012060546879999947e+03,1.556395263670000077e+03,5.612376928329999570e-01,3.541903104629999868e-03,3.261936187739999937e+00,4.507079500000000000e+06,4.801417291160000045e-01,1.011286139489999902e+00,7.931827008719999350e-02,1.310007125140000006e-01,1.563462195919999896e-03,7.834934234620000382e+00,1.000000000000000000e+00,1.970254778860000000e-01,-2.956682071089999919e-02,5.542427062990000053e+01,1.250230026250000037e+01,2.800000000000000000e+01,8.694423362610000788e-03,5.883543968199999696e+00,1.000000000000000000e+00,1.706385493279999999e+00,1.285297125579999977e-01,3.764335870740000090e+00,-8.276418661519999871e-09,9.746520996090000111e+00
0.000000000000000000e+00,3.894423693420000221e-02,7.000000000000000000e+00,5.506071448329999951e-01,1.000000000000000000e+00,1.552594127129999909e-03,4.445986328120000053e+02,6.510806083679999690e-01,7.839811444280000430e-01,7.000000000000000000e+00,5.293501019480000291e-01,1.000000000000000000e+00,1.729865670199999927e+00,1.520000000000000000e+02,1.503822479250000015e+02,1.351351737979999967e-01,5.231638550760000506e-01,3.901194810869999863e+00,2.070628479119999976e-02,1.137144327159999913e+00,3.615819290280000015e-02,8.860000000000000000e+02,1.440000000000000000e+02,4.190715551379999848e-01,1.425222778320000039e+01,1.815115737920000072e+01,5.716803073880000419e+00,1.267397642139999947e+00,4.258492961529999725e-03,1.160012245180000079e+01,6.566688537600000153e+00,2.841004868969999961e-03,4.833984375000000000e-02,0.000000000000000000e+00,7.125329971310000177e-02,5.398731827739999822e-01,8.273091167210000832e-03,4.987085759639999782e-01,1.205859375000000000e+03,1.104989746089999926e+03,5.771408677099999496e-01,1.765669789170000057e-03,1.488097190860000030e+00,3.028841250000000000e+06,4.594129025940000277e-01,1.847569584850000002e+00,4.411415755749999862e-02,2.031161338090000101e-01,5.939641414439999931e-05,7.248201370240000330e+00,1.000000000000000000e+00,2.041128575800000011e-01,3.736629784109999908e-01,2.364878654480000009e+01,3.439557075499999783e+00,1.300000000000000000e+01,8.275715517810000501e-04,9.136338233949999221e+00,1.000000000000000000e+00,9.675350785259999586e-01,1.518834531309999902e-01,5.652081489559999561e+00,-2.036564250570000189e-09,8.487368583680000356e+00
2.701811194420000173e-01,6.700197607280000689e-02,7.000000000000000000e+00,6.121506094930000419e-01,0.000000000000000000e+00,1.077779801560000078e-03,4.515868835449999779e+02,8.627111911770000141e-01,6.495499610899999610e-01,7.000000000000000000e+00,5.689862966540000233e-01,0.000000000000000000e+00,2.050004482269999873e+00,1.670000000000000000e+02,1.649506683349999889e+02,4.910715296859999995e-02,5.903954505920000484e-01,4.731424331670000427e+00,6.402485817670000579e-02,1.243225216869999983e+00,3.008474409579999787e-01,7.090000000000000000e+02,1.610000000000000000e+02,0.000000000000000000e+00,1.213345909120000066e+01,9.673717498780000312e+00,1.509145545960000057e+01,7.066972732540000024e+00,5.076176486910000119e-03,1.786511802669999938e+01,3.308578491210000028e+00,6.552577950059999823e-03,3.710937500000000000e-02,0.000000000000000000e+00,3.358554467560000145e-02,4.389926195139999821e-01,4.400968924160000156e-02,8.969330191609999892e-01,4.306640625000000000e+02,1.060802978519999897e+03,3.932399451729999829e-01,2.118627540770000057e-03,4.180448532099999781e+00,4.915240000000000000e+06,4.621805846690000275e-01,1.479799389839999924e+00,8.369101583959999424e-02,1.486640125510000077e-01,3.149840049450000081e-04,7.614872455599999590e+00,1.000000000000000000e+00,2.680529057980000074e-01,1.931400001049999871e-01,4.168775939940000086e+01,2.258620262150000002e+01,1.100000000000000000e+01,3.346434980630000333e-02,8.478094100950000822e+00,1.000000000000000000e+00,2.560905456540000014e+00,1.906967759129999940e-01,3.578614711759999789e+00,-1.115202152849999989e-08,1.369391918180000012e+01
