"PC1" "PC2" "PC3" "PC4" "PC5" "PC6" "PC7" "PC8" "PC9" "PC10" "PC11" "PC12" "PC13" "PC14" "PC15" "PC16" "PC17" "PC18" "PC19" "PC20" "PC21" "PC22" "PC23" "PC24" "PC25" "PC26" "PC27" "PC28" "PC29" "PC30" "PC31" "PC32" "PC33" "PC34" "PC35" "PC36" "PC37" "PC38" "PC39" "PC40" "PC41" "PC42" "PC43" "PC44" "PC45" "PC46" "PC47" "PC48" "PC49" "PC50" "PC51" "PC52" "PC53" "PC54" "PC55" "PC56" "PC57" "PC58" "PC59" "PC60" "PC61" "PC62" "PC63" "PC64"
"chords_strength" 0.00398265821225034 0.0481484813042595 -0.0393851993029615 0.293302003861273 -0.00742267109333747 -0.156743712522453 -0.109251284830007 0.27413034425369 -0.0571480698737326 0.1384502718597 -0.131475297534819 -0.0247355040230135 0.0841324413773035 -0.163274200445856 -0.200244858954346 -0.133937752051931 0.0252025995201161 -0.229515855948882 -0.0836323659448073 -0.153334691222046 0.282892248458841 0.0217143804668815 -0.241766993975897 -0.117842352849481 0.0503933602515448 -0.0169237596032796 -0.0586965070978419 -0.172826668655062 -0.240728036838196 0.319430955108051 0.223877885547255 -0.0499917595330639 -0.118977046643173 -0.0863725758830446 0.00719481723689663 -0.143895746846908 0.0538239720128442 -0.214208955332437 0.106113830769446 -0.0677814532403941 0.177566871361842 -0.0308289840535127 0.0275856693557869 -0.0134438281571296 0.102866185001742 -0.0756294503543232 0.124286273574427 0.00820575977517813 -0.0624652964835867 -0.00715604109090607 0.00178849927645446 -0.0314315188282737 -0.0375153448211508 -0.0115016912836696 -0.00270190397292261 -0.0434816629594393 -0.00951105821246509 -0.00114091550954849 0.00394023338293407 0.00585711548602426 0.00491921382096405 0.00765532488673414 0.00423283986485248 6.32914883591917e-05
"chords_scale" -0.02652279112136 0.0696734620141356 -0.0298389616777021 0.0845135544351777 -0.0432287057613105 -0.0577638398811822 -0.0474459402605979 0.179861047596106 -0.223981614354157 -0.143972595406281 0.224756318428429 0.069676539260033 -0.360414189038683 0.118466224169257 0.394632710154087 -0.183287467338688 -0.00734352055226192 -0.168719455898565 -0.164129923136045 -0.0725015740271953 0.311680329086902 -0.0610022828144617 0.315125582586775 0.189144887885599 0.357193345835027 -0.180327388444918 -0.0255594186113672 0.0245431189525545 -0.0753345125839198 -0.0928005825484509 -0.0892443765195364 0.0111908481984932 -0.00240370949415894 -0.0225611745615053 0.0468004760289048 0.00185848909717415 0.0416009221184157 -0.0206223611290063 0.0191042592130929 -0.00328446585861261 0.000225676924542062 0.000425801763039399 0.00323800912303856 0.0291615608234128 0.00476694533026059 -0.00209217305864551 -0.00204862362652819 0.0062816964493096 0.011397804686031 -0.00778745756511367 0.00201112740972756 -0.00560484008263706 -0.00913916063829692 -0.00206743955344609 0.0081761236393553 -0.00476403728643553 -0.00669833073243542 0.00361837530432753 -0.00523232675895483 -0.00150480070743204 -0.00227504582587465 -0.00257951290952581 -0.000392092275257765 -0.000939310296445823
"hpcp_entropy" 0.181462095986912 -0.052026658549945 -0.0274210420501203 -0.192204627778437 -0.0379051914743275 -0.0755531134714775 0.0423652446849929 0.0204360925380186 -0.0564960422201156 0.013169247331237 -0.0946915038995106 0.0664760656506667 -0.0863145132866631 0.0743765884836023 -0.0588387766821814 -0.317021934104933 -0.0662420188785862 -0.0328490287362651 -0.180306663849572 -0.135641804213134 -0.123826046926415 0.0724637588359822 -0.0480529710855923 -0.00418630107518228 -0.0442943344686564 -0.0574147104552083 0.201926873079286 -0.179602416793732 0.0687039626653028 0.225977511353481 -0.0966439354854789 0.0283871004781293 -0.0508530814842411 0.136576580401446 -0.188376095426249 0.0133604574890822 0.300644724159581 0.0622026602082597 -0.312915553670986 0.0312349582022798 -0.251023434585421 -0.117342288246067 0.204639644174391 0.106930032443929 -0.0678197708286261 0.0152085940588669 0.0449556477100261 -0.338810798640102 -0.139206953826821 -0.0192615681813718 -0.105047369847981 -0.04147017999713 0.0537043457322254 -0.0339513870233492 0.118313695231771 0.0263702807187672 0.065605499403042 -0.0193296459017648 0.0105737183998638 -0.0171851266149578 0.01633185935503 -0.0321937020283732 -0.0263463597667473 0.000183714090910881
"bpm_histogram_first_peak_bpm" -0.0152516820840245 0.00825517110696999 -0.0172334104103912 0.00239960581314302 -0.512955077304846 0.0625606519363806 -0.035864469777532 0.0127466154877875 -0.0277365939125935 -0.00120138494822122 0.0077007835458362 -0.0194177299955044 0.0159049988189847 0.0420768430008098 -0.0924005437632742 0.0109872944338215 0.0714043966099873 -0.143791844575804 0.0395705965118478 0.104898147233318 -0.165608206647576 -0.162027101396398 -0.123012292907173 0.00189967593109358 0.0171851303356124 -0.307903827161609 -0.0149396052817794 0.00912831267090053 -0.071738398086983 -0.103882444947695 -0.00728951588828702 -0.00530929248831678 -0.00240017387548282 0.0273835316437488 -0.00932275295445795 -0.00785296367536307 -0.0227865006147845 -0.00631624624370775 -0.00931287894610353 0.0336053292921917 -0.0141074403796247 0.0406763356490388 -0.02396230613 0.0268124512903278 -0.00661173577336624 -0.0297727961347573 -0.0206827175389474 -0.0465785209175076 0.00137748133193308 0.0070428509476764 -0.00839513640952258 0.0022701499800143 -0.31446501575786 -0.596446430539673 -0.113293435058065 0.149067453769604 -0.0107817557446015 -0.00979378525700324 0.00904561639841607 0.00188245437891268 -0.00346976175820252 -0.0302391081933873 -0.00583062575092443 -0.0023738777709613
"bpm" -0.0132623442833581 0.00915487842717296 -0.0184734875746886 0.00792633661640847 -0.511321617752543 0.0637921290223089 -0.0378209776196103 0.0086124207765727 -0.0374263238860583 -0.00499206894654552 0.0166025513676073 -0.0205140359654121 0.0066846222094388 0.0536976526004037 -0.0941818397918382 0.00228833251872593 0.0416125474121755 -0.172041810684484 0.0809618899590481 0.0782719803540038 -0.165412998238361 -0.177300442451872 -0.110558929917707 0.00648242080559719 -0.00265792051396822 -0.29431582861666 -0.00683949460130887 0.0207701846247818 -0.0489451165670221 -0.0909043803761442 -0.00529610837264785 -0.0287779770469486 -0.00527509179511068 0.00509512623203215 0.00915182917898918 -0.041353945014396 0.00819700870427152 0.0293222072189105 0.02293794134837 -0.117827365609468 -0.0209199253147457 -0.0923828345372832 0.0418939682633875 -0.0415355193945803 0.0040919582991617 0.0258965079400447 0.0291543633630443 0.0510645646088966 -0.0163659122509925 -0.0160982626247412 0.00609111776259325 -0.0126619526423241 0.303264240713677 0.579311859365949 0.124738179290614 -0.161131469213464 0.00556163485967336 0.0101527049839042 -0.0168243788498504 -3.65096737243095e-05 0.00208562795224194 0.0249720445740074 0.00630716204874239 0.0023314376063486
"bpm_histogram_second_peak_spread" -0.0720154547676035 0.0226724385201998 -0.0290718887677664 -0.113838221231746 0.146117515772108 -0.0921286103342299 0.103949393297752 0.187057257884726 0.168130617828538 0.0176118566266462 -0.0988984371967282 0.173488519566336 -0.00584231722357512 0.217325692600327 -0.0497490773776736 -0.0920546520501231 0.227776962290183 -0.252853560816171 -0.309728835578398 0.694961921422588 0.0603744830659577 -0.0642889634212873 -0.0825111425148058 -0.080781385754626 0.0234420314089913 0.135694116356022 0.0725891014798543 0.0735123192286087 0.0686768261355737 -0.0620566194609429 0.0470313742671818 -0.0592893546228816 0.0033390866384089 0.0571907511891354 0.0189377918471355 -0.0280719596810197 -0.00462840328147891 0.044910225562821 0.054140749251191 -0.0830428485536781 -0.00704796624216488 -0.0267411333863184 0.0101723312278299 0.0100075937665632 0.0206297491850539 -0.00400828292354044 0.00454682654908711 -0.0123562208202541 0.00578785566072704 -0.00838600228474905 0.00299019997165676 -0.0160452180655128 0.00865214113819338 -0.000185752081145872 0.00769728481122559 -0.00423295328328946 -0.000150102875371733 0.00421377364715145 -0.00112065810847917 -0.00234289854296241 -0.000397938939233899 0.000454288230777651 -0.000216784346106405 -0.00149060147116433
"bpm_histogram_first_peak_weight" 0.136250377932748 -0.0927085177378053 0.0725277975888963 0.15334295102049 0.110893203556611 0.0724516378983159 -0.042307289730021 -0.133105088186065 -0.147528082983795 0.173106279584667 0.16321940766335 -0.151440198255503 0.131135319154777 -0.266301821437311 0.20264162190788 -0.1134974128743 -0.0202808442083502 -0.109604536950705 -0.0301344853566722 0.0894265711429669 -0.169433767721261 -0.0832070738787931 0.0738449886063348 -0.0591112929807529 0.0223395126823118 0.0348700897289546 -0.00407436292659264 -0.0181464062567746 0.0901727477939558 0.0603825760070081 -0.0350946177825639 -0.0790832437093192 -0.0801200134988807 -0.0589118545064475 0.00424213935781176 -0.11079158104275 -0.0124141795026463 0.279299477063973 0.161110630770807 -0.547276195610948 -0.115857305085627 -0.325536954312412 0.0694810967414404 -0.0171369411195616 -0.0103204503899384 0.0480857022691176 0.017869652451874 0.0202170782697249 0.077448894911865 -0.0249167877614128 0.00101299555978666 -0.0139742646132751 -0.0536554060124293 -0.107550535321865 -0.00605523823053505 0.0110249823082776 0.0310815103196356 0.00830671055462806 -0.00634113828424032 -0.00660620907067608 -0.00959406982222483 -0.0175345764315274 0.00123643554713175 -0.000202862737211037
"onset_rate" 0.0991342864650336 -0.115951829864218 0.116257371116996 0.0492013485615342 0.00935947010824273 -0.01928350714556 -0.104246017212645 -0.229192224897324 -0.137605055307332 0.0642442965836575 0.237565945988927 -0.205276375643919 0.0308943032296281 0.231862629013054 -0.175196898295899 0.0949020060602666 -0.0273740867868778 -0.106704509783226 -0.00205047800209922 0.199103060461405 0.0487663258872005 0.195096871671271 -0.0330109133005637 0.00162294861833572 0.124758176265667 0.0281917507217115 -0.111780403640928 -0.605093527802402 0.140362264391177 -0.0646952346874895 -0.232656804958053 -0.0310399029299 0.126060817383884 -0.0794396275981672 0.129782362764703 0.0283169454712624 0.103914853958419 -0.0289865567027703 0.0747711572933441 0.12226341113572 0.167762410697568 0.0369145357246901 0.0509690232650061 0.0206407395543016 0.0109460635999388 -0.0468108549954644 -0.0322752804110091 -0.0258505729574531 -0.0484979963380213 -0.00746005245486127 0.0190745208560577 0.00186278624564911 -0.0167958630648317 0.0201416409264597 0.026270206718982 -0.0213034012271837 -0.0154256612506933 0.00592296172749532 0.00493781732495502 -0.00719590407663232 0.00679493236889073 0.00392200246211968 -0.000314253646784862 -0.000766034206939836
"beats_loudness" 0.0667516241548588 -0.267544934289922 -0.084579542399017 0.029357574574105 0.0166361383275394 -0.050377906830082 0.0535274566885986 -0.064940961900297 -0.0268722291030901 0.0196501068307671 0.0607774364167268 -0.0449000023672676 -0.00174483037345718 -0.00614461500772262 0.0240371298983363 -0.0762166605698029 -0.0219439025914398 -0.0696438396611984 0.0735187066079059 -0.0269551735437104 0.0755047085549077 0.0195552085037987 -0.0958707459670875 0.0598426792354236 -0.158777825818626 0.0683694403034274 0.00893367301767359 0.174866218902815 -0.253584640209704 -0.0523119415360802 -0.0753683040867233 0.13586698487845 0.331879884653574 0.566627879410373 0.279163233660223 -0.115768217352818 0.28817566268065 -0.044072052673813 0.29275954048421 -0.00509635196098861 -0.0242427225253249 0.00866164431731768 -0.0335979557172231 0.0590393957309659 -0.000804986281279119 0.0598863821101879 0.0276132154610934 0.00591489465967334 -0.0546002662014169 0.0346780209870437 -0.0313783870999052 0.0297034541989755 0.020760615867418 -0.020111076535269 -0.0173469253962299 -0.00253855466655947 0.00453228228637166 0.0117887061969907 -0.000817690809141985 -0.0170562251912149 -0.00800222185877739 0.00327473980960841 0.0106323423113779 0.000252812691572315
"danceability" 0.116413054865672 -0.111390689373406 0.134790395347581 0.0249371336096835 0.0254406747443748 0.00693547407572121 -0.0334497435714945 -0.201433083538088 -0.11923760149826 0.158308001745886 0.241790371279502 -0.13552329646031 -0.0125855124135507 0.183658142192441 -0.145701573198952 -0.110554729026955 -0.0534427853818392 -0.164222408761827 -0.0275336458288432 0.00847579067133358 0.252327469899027 0.06697881089167 -0.235796698638604 0.1715229792392 -0.178213805958752 0.0385838759130975 0.194575221466594 0.446582884468169 -0.152802101947811 -0.0185200876058442 -0.0392092569200195 0.122346723247395 -0.0626174394303667 -0.243381015608371 -0.101303779345417 0.143789129194627 -0.113668413970464 0.153868896439739 -0.181936340305978 0.0903588282516879 0.175812775806494 -0.119428212324615 -0.0209934161122175 0.0860056964374422 0.00459628211321764 -0.0327060211724793 -0.0293447564504328 -0.00333169074567168 -0.00088009365429878 -0.0451220951740783 -0.0101938731887868 -0.024759120973076 -0.0263542056861207 0.0134424013313223 0.00513874302178859 -0.0043341607644426 -0.0497459885711317 -0.0268306038905999 0.0271713015228526 0.0104441174452505 -0.00305143110876098 0.0068060199518284 -0.0117739096053655 -0.000551764779650771
